"prod_id","prod_brand","prod_name","prod_desc","prod_cost","prod_rating","rev_count","prod_url"
675,"Huawei","Hua-wei Ascend G510(U8951)-4.5&quot;Android 4.1 MSM8225 Unlocked Dual Core Smartphone (1228Mhz,3G,GPS,Dual Camera,Dual SIM,WiFi) (White)","None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None",65.90,3.90,27,"http://www.amazon.com/Hua-wei-Android-MSM8225-Unlocked-Smartphone/dp/B00LL0VH7S"
676,"Huawei","HUAWEI Ascend Mate2 16GB Factory Unlocked GSM 4G LTE Quad-Core Android Smartphone w/ 13MP Camera - Black (Certified Refurbished)","None Black If it's happening, you'll see more of it on Ascend Mate2's eye-popping 6.1-inch high-def screen and incredible screen-to-body ratio. That means more pixels, less plastic. The Mate2 4G's massive battery and power-saving technology means you can stay happy for longer, whatever you decide to do.",209.99,-1.00,0,"http://www.amazon.com/Factory-Unlocked-Quad-Core-Android-Smartphone/dp/B00JXL1PGK"
677,"Huawei","Unlocked Huawei Y600 Android 4.2 Smartphone 5.0inch TFT Screen MTK6572A/W Dual Core 4GB ROM Dual SIM With 3G (white)","None white None 1) Brand &amp; Model: None 2) Operating System: None 3) CPU: None 4) RAM: None 5) ROM: None 6) SIM Card Quantity: None 7) GPS: None Network: None 1) Network type: None 2) Band (3G): None Band (2G): None 3) WiFi: None None None Display: None 1) Screen type: None 2) Screen size: None 3) Screen resolution: None Storage: None 1) External memory: None Camera: None 1) Camera type: None 2) Front camera: None 3) Back camera: None Language: None Additional Features: None 1) G-Sensor: None 2) Light Sensor: None 3) Video Format: None 4) Audio Format: None 5) Image file format : None 6) E-book format: None 7) others: None Dimensions: None 1) Size: None 2) Weight: None 3) Color: Package Contents: None",83.95,3.90,15,"http://www.amazon.com/Unlocked-Huawei-Android-Smartphone-MTK6572A/dp/B00NIN72MK"
678,"Huawei","Huawei Ascend P6 White Color Unlocked smartphone Phone Quad core 6.18mm Thickness","Huawei Ascend P6 White Color Unlocked smartphone Phone Quad core 6.18mm Thickness",131.30,4.30,29,"http://www.amazon.com/Huawei-P6-Unlocked-smartphone-Thickness/dp/B00EBZPXGG"
679,"Huawei","Huawei Honor 4 Play 4G Unlocked Smartphone 5.0 inch Android 4.4 MSM8916 Quad Core 1.2GHz RAM 1GB ROM 8GB with WiFi Display 5MP+8MP, FDD-LTE &amp; WCDMA &amp; GSM (White)","None White None Model: Huawei Honor 4 Play None None Basic None None None None None None None Features None None None None None None None Network: WCDMA, GSM, FDD-LTE None None None None None None None None None None None None None None Dimensions None None None None Package Contents None None None None",120.10,3.90,16,"http://www.amazon.com/Huawei-Honor-Play-Unlocked-Smartphone/dp/B00OXFMF0Q"
680,"Huawei","Huawei P8 GRA-UL10&nbsp;EMUI 3.1 with 5.2 Inch Screen 3G RAM 64G ROM 13.0MP Camera 4G LTE Smartphone (Gold)","None Gold None None Basic Information None None None None None None None None None None None Screen and Camera None None None None None None None More feature None None None None None None None None None None None None None None Software Support None None None None None None None None None None language: None None None Accessories: None",518.50,5.00,2,"http://www.amazon.com/Huawei-GRA-UL10%C2%A0EMUI-Screen-13-0MP-Smartphone/dp/B00WSKZ2MG"
681,"Huawei","Huawei Mercury Prepaid Android Phone (Cricket)","Product Description Only Phone no Charger , Phone is White , working in Perfect Conditions !!! Amazon.com None None None None None None view larger None None None None view larger None Huawei Mercury Other Huawei Mercury features include a 4"" FWVGA screen, a 1.4 Ghz processor, voice-activated dialing and 2 GB internal memory. The device provides up to 6.5 hours of talk time and 380 hours of standby time. Key Features None Google Android OS 2.3 (Gingerbread) 4"" FWVGA touchscreen with virtual keyboard 1.4 Ghz processor 8 MP AF HD rear camera/camcorder VGA front camera 2 GB internal memory Mobile hotspot; supports up to 5 devices Applications for both consumer and business email Real web browsing at 3G speeds Wifi capability Stereo Bluetooth Voice-activated dialing Speakerphone SMS and MMS 3.5 mm headset jack Vital Statistics The Huawei Mercury weighs 4.9 ounces and measures 4.8 x 2.4 x 0.4 inches. It comes with a 1900 mAh lithium polymer battery that offers up to 6.5 hours of talking time and up to 380 hours of standby time. What's in the box Huawei Mercury handset, standard lithium-ion battery, travel charger/USB cable None None None None Muve Music Music lovers can now purchase a monthly wireless service that includes unlimited music (full track downloads, ringtones and ringback tones) plus nationwide talk, text, and web via the $55 Muve Music plan from Cricket. There are no download fees or monthly music subscription costs--it's all included in the monthly flat rate. None None When you're ready to turn off your tunes and talk instead, you've got 1000 minutes of U.S. calling, plus unlimited text, picture and video messaging. Stay connected with Google Mobile Services, full HTML browsing and exclusive Android features, including access to apps from the Android Market. Plus, you get caller ID, voicemail, call waiting, 3-way calling, and up to 500 MB of data available at 3G speeds. With Muve Music, Cricket has eliminated the complexity found with other digital music services--there are no cables, no drivers and no syncing required. Everything happens over Cricket's nationwide 3G network to deliver a robust music experience to music lovers on the go. The service has an ever-growing music library of millions of recordings featuring artists from 55 record labels. The Muve Music plan includes the following features: None None None None None None Get Music Download tracks, albums or an artist's entire collection without ever entering payment information or even hitting a ""buy"" button. All the music you want (even ringtones and ringback tones). It's that simple. None None None None My Music Once you've downloaded the music you love, My Music automatically organizes it for you. Listen to songs, create playlists, cut Ringtones and manage your music experience. Customize your listening experience on the fly by using Superplay to cue up what you want to hear next. Then seamlessly jump back into your song list. You are in control. None None None None My DJ My DJ creates playlists for you and sends them to your phone. It does all the work, while you just enjoy the new music. My DJ Playlists are automatically updated so you're always in for something new. If you like a playlist just the way it is, just duplicate and rename. Now it's yours to customize. None None None None Get Social Get Social is all about connecting with friends and other Muve Music users. You can check out their music collections, download their favorite songs and share what's on your phone, too. With My Shout Box you can send and receive select songs or entire albums. When your friends Shout to you, just download, listen and respond. Unlimited music sharing, free and legal. None None None None Shazam Ever hear a song somewhere that you didn't know but liked? Press Shazam to identify the title and artist instantly. Then download the song with the touch of a button. The Muve Music difference is that you can choose to download not just the track, but the entire album. No switching programs, no inputting passwords, just one touch and it's on your phone. It's that easy. None Topping-Up Because plans are pay-as-you-go, you have to top-up your Cricket PAYGo account balance in order to have funds available to use Cricket PAYGo services. When you receive your phone, go to mycricket.com to activate service. While there, you can enroll in auto top-up, which automatically adds funds to your account each month, or you can choose to buy top-up cards and PINs at locations nationwide or dial *PAY on your phone to top-up with your credit or debit card. Topping-up can also extend your Cricket PAYGo account expiration date, which applies to all funds in your Cricket PAYGo account. Each top-up makes those funds available for use for a limited time. When you top-up, your account expiration date is reset to a new expiration date based on your top-up amount or your current expiration date, whichever is later. About Cricket None None None None Android Gingerbread Operating System None None None None None The Huawei Mercury runs the Android 2.3 operating system (dubbed Gingerbread)--the fastest version of Android available for smartphones yet. It features a cleaner, more refined interface with new icons, improved top notification bar, and more intuitive navigation. Multitasking in Gingerbread allows you the ability to run more than one app at a time. If you're playing a game, you can easily switch to an incoming e-mail and then switch back to the game without losing your place. And like the previous version of Android (""Froyo""), Gingerbread provides support for Adobe Flash Player 10.1 for access to the full Web. The onscreen keyboard makes it easier to type thanks to additional spacing between the keys and larger font sizes. And the more you use the keyboard, the easier typing will be as the enhanced suggest feature records previous input history to make better suggestions. The Huawei Mercury also brings one-touch access to the popular Google mobile services you use every day. It also provides easy access to both personal and corporate e-mail, calendars, and contacts supported by Exchange Server and Gmail. And through the Google Play store, you'll get access to thousands of useful applications, widgets, and fun games to download and install on your phone, with many more apps being added every day. None Google Integration None None Google Play store None Pre-loaded Android apps: None Google applications: None Google Maps Navigation",-1.00,3.60,46,"http://www.amazon.com/Huawei-Mercury-Prepaid-Android-Cricket/dp/B00821MT9Y"
682,"Huawei","Huawei Ascend G510-0251 Unlocked GSM Android Cell Phone - Black","None Black HUAWEI Ascend G510 is a smart phone developed by HUAWEI. It is based on Google AndroidTM 4.1 Operating System. They give you an excellent browsing with the Operating System from GoogleTM, all in a thin touch phone. - Android 4.1 (Jelly Bean) - 4.5-inch touch screen supporting auto rotation - 5 MP auto focus camera with LED flash - User friendly soft keyboard - High speed HSDPA/HSUPA network - Wi-Fi 802.11 b/g/n - Bluetooth 2.1 A2DP Stereo - GPS/AGPS - Abundant Google applications - G-sensor - Proximity sensor for auto turn-off - Ambient light sensor for auto light adjusting",77.50,4.40,188,"http://www.amazon.com/Huawei-Ascend-G510-0251-Unlocked-Android/dp/B00FZ9AT4S"
685,"Huawei","Huawei Ascend P6 Black Quad Core 4.7 inch 1280*720 with Android 4.2.2 1.5 GHz S","None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None",129.60,4.60,12,"http://www.amazon.com/Huawei-Ascend-P6-Black-Android/dp/B00DMUW634"
686,"Huawei","Huawei 5 inch Ascend G700 Dual Sim Quad Core Android4.2 2GB RAM Unlocked Cell Phone (White)","None White Exposure Date: 2013 Phone type : 3G mobile phones, smart phones, tablet phone Custom operators : China Unicom Screen Touch screen type: capacitive screen, multi-touch Main Screen Size: 5 inches The main screen material : IPS Main Screen Resolution: 1280x720 pixels Screen pixel density : 294ppi Network Network type: dual card dual-mode Network mode : China Unicom 3G (WCDMA), China Unicom 2G / mobile 2G (GSM) Support band : 2G: GSM 900/1800/1900 3G: WCDMA 900/2100MHz WLAN features : WIFI, IEEE 802.11 n / b / g Navigation : GPS navigation , A-GPS technology Connecting and sharing : DLNA, WLAN hotspot , Bluetooth Hardware Operating system : Android OS 4.2 Cores: Quad-Core CPU Model: MediaTek MT6589 CPU Frequency : 1228MHz RAM capacity : 2GB ROM capacity : 8GB Memory card : MicroSD card, support App2SD function Battery: Removable Battery Battery Capacity : 2150mAh Camera Camera: Built Camera Type: dual cameras ( front and rear ) Rear camera pixels: 8,000,000 pixels Front camera pixels: 1,300,000 pixels Sensor Type : CMOS Flash : LED lights Camera features: Continuous autofocus Exterior Design : straight Colors : White Mobile Size : 142.5x72.8x8.95mm Phone Weight : 155g Operation Type: touch buttons Sensor Type : gravity sensor, light sensor , proximity sensor SIM Card Type : SIM card Body Interface : 3.5mm headphone jack , Micro USB v2.0 data interface Service and Support Audio Support : Support MP3/AAC/3GP/AMR/WMA/WAV/MID/OGG/FLAC other formats Video support: 3GP/MP4/WMV/RM/RMVB other formats Photo support: JPEG and other formats Common functions : calculator, notepad , radio, books, alarm clock , calendar, recorder , scene mode, theme mode Business functions : Flight mode Mobile Phone Accessories Packing list : Host x1 Battery x1 Data cable x1 Charger x1 Headphone x1 User Manual x1 Warranty card x1",100.00,4.50,18,"http://www.amazon.com/Huawei-Ascend-G700-Android4-2-Unlocked/dp/B00FA3NUB8"
687,"Huawei","HUAWEI Ascend P7 P7-L10 16GB Unlocked GSM 4G LTE Smartphone Pink","None pink None Connectivity None None None None Does not work with Sprint, Verizon, Virgin, Boost, Cricket, Metro PCS4G- LTE Do not work in the USA None SIM None None MEMORY None None None None None None None None None None CAMERA None None None None None None None None None None None None None None BATTERY None None None None",232.50,4.00,129,"http://www.amazon.com/HUAWEI-Ascend-P7-L10-Unlocked-Smartphone/dp/B00MY3JEXK"
688,"Huawei","Original HUAWEI Asend P8 64G Android 5.0 Unlocked Smart Phone 5.2 inch 3G RAM GSM/ WCDMA/ LTE(Gold)","None Gold None None None None None None None None None Specification: None None None None None None None Network None None None None None Display None None None None Connectivity None None None None None None Dimensions None None None",664.00,5.00,1,"http://www.amazon.com/Original-HUAWEI-Asend-Android-Unlocked/dp/B00WSBX1BY"
689,"Huawei","Unlocked 4G Huawei Ascend Mate7 MT7-TL10 6.0 inch EMUI 3.0 Smart Phone Hisilicon Kirin 925 8 Core RAM 3GB ROM 32GB Dual SIM FDD-LTE WCDMA GSM - International Version No Warranty","None None None",560.99,4.20,44,"http://www.amazon.com/Unlocked-Huawei-MT7-TL10-Hisilicon-FDD-LTE/dp/B00NLYMXK2"
690,"Huawei","Huawei Honor 3C 4G TD-LTE Android 4.4 Kirin910 1.6GHz 1GB RAM 8GB ROM 5.0 Inch Smartphone Wifi GPS","None Basic Information None None None None None None System None None None None None None Screen None None None None None None General None None None None None None None None None None Transfer Function None None None Package None None None Accessories: None None None None None",113.00,4.10,21,"http://www.amazon.com/Huawei-TD-LTE-Android-Kirin910-Smartphone/dp/B00O0U1JMO"
691,"Huawei","Huawei E173 Unlocked HSDPA 7.2Mbps GSM 3G USB Modem","Huawei E173 Unlocked HSDPA 7.2Mbps GSM 3G USB Modem",-1.00,3.70,60,"http://www.amazon.com/Huawei-E173-Unlocked-HSDPA-7-2Mbps/dp/B0055310KQ"
692,"Huawei","Huawei Honor 7 / PLK-UL00 5.2 inch TFT Screen EMUI 3.1 OS 4G FDD LTE Unlocked Smart Phone Hisilicon Kirin 935 Octa Core RAM 3GB ROM 16GB 8MP 20MP (Grey + 32GB TF Card)","None Grey + 32GB TF Card None Model: Huawei Honor 7 / PLK-UL00 None None Basic None None None None None None None Features None None None None None None None Network type: FDD-LTE, WCDMA , GSM None None None None None None None None Dimensions None None None Package Contents None None None None",514.89,-1.00,0,"http://www.amazon.com/Huawei-PLK-UL00-Screen-Unlocked-Hisilicon/dp/B011NZYI30"
693,"Huawei","HUAWEI Impulse 4G U8800 Unlocked GSM Phone with Android 2.2 OS, Touchscreen, 5MP Camera, HD Video, GPS, Wi-Fi and Bluetooth - Black","Powered by the Android 2.2 FroYo OS, the Huawei Impulse 4G provides access to all Google apps. With 4G speed and an 800 MHz processor, this Huvawei smartphone is high on performance. The 5 MP camera of this Huvawei cell phone captures high-resolution images and also allows HD video recording with a 720p resolution. Navigate easily with the user-friendly menus, tools and applications on the 3.8-inch WVGA capacitive touchscreen display of the Huawei Impulse 4G. Enjoy listening to hours of music as well as hands-free conversation, as this Huvawei smartphone features a 3.5-mm headset jack. Bluetooth-enabled, this Huvawei cell phone allows seamless sharing of data with other compatible devices.",50.04,3.70,89,"http://www.amazon.com/Impulse-Unlocked-Android-Touchscreen-Bluetooth/dp/B008Y123ES"
694,"Huawei","Huawei E5151 21 Mbps 3G Mobile WiFi Hotspot with Ethernet Port (3G in Europe, Asia, Middle East, Africa &amp; T-Mobile USA)","None 1 Black None None HUAWEI E5151 Mobile WiFi You can connect the E5151 with the USB or Ethernet interface of a computer, or connect the E5151 with the Wi-Fi. In the service area of the HSPA+/HSPA/UMTS/EDGE/GPRS/GSM/Ethernet network, you can surf the Internet and send/receive messages/emails cordlessly. The E5151 is fast, reliable, and easy to operate. Thus, mobile users can experience many new features and services with the E5151. These features and services will enable a large number of users to use the E5151 and the average revenue per user (ARPU) of operators will increase substantially. None NOT compatible with CDMA/EVDO operators, including Verizon and Sprint. Optimized for Europe &amp; Asia None SPECIFICATIONS None None None None None None None None None",78.70,4.00,41,"http://www.amazon.com/Huawei-E5151-Hotspot-Ethernet-T-Mobile/dp/B00B4AYPLU"
695,"Huawei","Huawei U9508 Honor Glory Ii Quad-core 1.4ghz 4.5 Inch IPS Retinal Screen 1g RAM Android 4.0 ICS 8.0mp","None None None None None Network Frequencies None None None None None Features and highlights: None None None None None None None None None None None None None None None None None None None None None None None Package Content: None None None None None None More specs details: None None None None None None None None",83.10,3.70,34,"http://www.amazon.com/Huawei-U9508-Honor-Glory-Quad-core/dp/B00A7CIFDU"
696,"Huawei","Huawei Honor 4 Play (G620s) 4G Unlocked Emotion UI 2.3(Android 4.4) 5.0 inch IPS LCD Screen Smart Phone RAM 1G ROM 8GB 8MP MSM8916 Quad core 1.2GHz, FDD-LTE WCDMA GSM (White phone)","None White phone None Model: Huawei G620s None None Basic None None None None None None None Features None None None None None None None None None None None None None None None None Media Format None None None None None None None Dimensions None None None Package Contents None None None None",117.00,3.50,5,"http://www.amazon.com/Huawei-Unlocked-Emotion-Android-MSM8916/dp/B00R7KKR40"
697,"Huawei","HUAWEI Ascend Mate2 16GB Factory Unlocked GSM 4G LTE Quad-Core Android Smartphone w/ 13MP Camera - White (Certified Refurbished)","None White If it's happening, you'll see more of it on Ascend Mate2's eye-popping 6.1-inch high-def screen and incredible screen-to-body ratio. That means more pixels, less plastic. The Mate2 4G's massive battery and power-saving technology means you can stay happy for longer, whatever you decide to do.",209.99,-1.00,0,"http://www.amazon.com/Factory-Unlocked-Quad-Core-Android-Smartphone/dp/B0153ZVD70"
698,"Huawei","Huawei Honor 3C Smart Phone Android 4.2 MTK6582 1.3GHz Quad Core RAM 2GB+ROM 8GB 5.0 inch OGS Capacitive Screen Dual SIM Dual Cameras WCDMA &amp; GSM Network","None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None",119.40,3.20,10,"http://www.amazon.com/Huawei-Android-MTK6582-Capacitive-Cameras/dp/B00K5GO6QS"
699,"Huawei","Huawei Ascend Y Android Cell Phone (PagePlus) w/ Free Activation","Straight Talk Huawei Ascend Y Prepaid Cell Phone",27.49,3.00,10,"http://www.amazon.com/Huawei-Ascend-Android-PagePlus-Activation/dp/B009WCVHRC"
700,"Huawei","Huawei Honor X2 FDD-LTE 4G 32GB+3GB 7 inch TFT LTPS Screen Android 5.0 / Emotion UI 3.0 Smart Phone Hisilicon Kirin 930 Octa Core Dual SIM, Gold (Add 16GB TF Card)","None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None",545.00,-1.00,0,"http://www.amazon.com/Huawei-FDD-LTE-Android-Emotion-Hisilicon/dp/B0146QAPVM"
701,"Huawei","Huawei Ascend Y330 Black GSM Unlocked Android Phone","None Black Display: &#x2022; 4.0 inch LCD &#x2022; WVGA(480 x 800) &#x2022; 16M colors &#x2022; Auto rotate (G-sensor) Optional CPU &amp; Memory: &#x2022; MTK 6572Dual Core 1.2GHZ &#x2022;512MB RAM / 4GB eMMC ROM &#x2022; MicroSD (up to 32 GB) Size: 122.1×63.5×11.3mm&#xFF0C;126g Music/Video: &#x2022; MP3, AAC+, Enhanced AAC etc. &#x2022; 3.5mm Headset Connector &#x2022; 30fps (MP4 / H.263 / H.264 ) 720p decode &#x2022; 30fps (MP4 / H.263 / H.264 ) VGA encode Imaging: &#x2022;Main camera: 3.0 Mega pixel FF &#x2022;video recording/video playback Connectivity: &#x2022; WiFi 802.11b/g/n &#x2022; BT 4.0 &#x2022; MicroUSB (High Speed USB) &#x2022;GPS/A-GPS &#x2022; G-sensor Memory: &#x2022; 512MB RAM/ 4G eMMC &#x2022; MicroSD Battery: &#x2022; 1350mAh GSM/EDGE 850/900/1800/1900 UMTS 850/1900 HSDPA 21Mbps DL 5.76Mbps UL Operating System: &#x2022;Android 4.2 Chipset: &#x2022;MTK6572 Dual Core 1.2GHz",79.95,4.50,8,"http://www.amazon.com/Huawei-Ascend-Black-Unlocked-Android/dp/B00MX7YLSK"
702,"Huawei","New Huawei G610s Android 4.2 Quad-core 1.228ghz, 5.0 Inch Dual Cameras 5,000,000 Pixels (White)","None White Exposure Date: 2013 Phone type : 3G mobile phones, smart phones, tablet phone Custom operators : China Unicom Screen Touch screen type: capacitive screen, multi-touch Main Screen Size: 5 inches The main screen material : IPS The main screen resolution : 960x540 pixels Screen pixel density : 220ppi Network Network type: dual card dual-mode Network mode : China Unicom 3G (WCDMA), China Unicom 2G / mobile 2G (GSM) Support band : 2G: GSM 850/900/1800/1900 3G: WCDMA 900/2100MHz WLAN features: WIFI Navigation : GPS navigation , A-GPS technology Connecting and sharing : Bluetooth 4.0 Hardware Operating system : Android OS 4.2 Cores: Quad-Core CPU Model: MediaTek MT6589M CPU Frequency : 1228MHz GPU Model : Imagination PowerVR SGX544 RAM capacity : 1GB ROM Capacity : 4GB Memory card : MicroSD card Extended Capacity : 32GB Battery: Removable Battery Battery Capacity : 2150mAh Camera Camera: Built Camera Type: dual cameras ( front and rear ) Rear camera pixels: 5,000,000 pixels Front camera pixels: 300,000 pixels Sensor Type : CMOS Flash : LED lights Video capture : 720p (1280 × 720,30 frames / sec ) video recording Camera features: auto focus, digital zoom Exterior Design : straight Colors : White Mobile Size : 142x73.6x9.9mm Phone Weight : 170g Operation Type: touch buttons Sensor Type : gravity sensor, light sensor , proximity sensor Body Interface : 3.5mm headphone jack , Micro USB v2.0 data interface Service and Support Audio Support : Support MP3/AAC/AMR/WAV/MIDI other formats Video Support : Support 3GP/MP4 format Photo support: JPEG / PNG / GIF / BMP format Common functions : calculator, memo, calendar , radio, alarm clock , calendar, profiles , themes Business functions : Flight mode Mobile Phone Accessories Packing list : Host x1 Data cable x1 Charger x1 Headphone x1 Manual x1",97.00,4.50,57,"http://www.amazon.com/Huawei-G610s-Android-Quad-core-1-228ghz/dp/B00HKRXOHW"
703,"Huawei","HUAWEI Ascend Mate White Unlocked GSM Phone with 6.1&quot; IPS+ LCD Touchscreen with","The HUAWEI Ascend mate is a 6.1 inch HD capacitive multi-touch screen device powered by K3V2 ARM A9 Quad-core with 1.5GHz of memory together with Mali 400 GPU and an Android 4.1 (Jellybean) Operating System.",175.00,4.00,12,"http://www.amazon.com/HUAWEI-Ascend-White-Unlocked-Touchscreen/dp/B00C2M76P6"
704,"Huawei","Huawei Premia 4G LTE Prepaid Android Phone (MetroPCS)","Amazon.com The Huawei Premia 4G is the phone you&#x2019;ve been waiting for at a price you can afford. Staying connected with friends and family has never been faster. By taking the next step with the newest smartphone technology from Huawei, you&#x2019;re getting great functionality, exciting new upgrades and the power of Android&#x2122; Ice Cream Sandwich. The sleek design is accompanied with an easy-to-use interface, and it comes equipped with Wi-Fi and Bluetooth&#xAE; capabilities, GPS navigation and support for your favorite video chat apps. You can also capture and share pictures on your 4GLTE social networks with its rear and front-facing cameras. The Huawei Premia 4G is the premier Android option for an affordable 4GLTE smartphone. Go on. Start connecting.",-1.00,3.10,28,"http://www.amazon.com/Huawei-Premia-Prepaid-Android-MetroPCS/dp/B00C5L1U1K"
705,"Huawei","Huawei Honor 4 Play (G620s) 4G Unlocked Emotion UI 2.3(Android 4.4) 5.0 inch IPS LCD Screen Smart Phone RAM 1G ROM 8GB 8MP MSM8916 Quad core 1.2GHz, FDD-LTE WCDMA GSM (Black Phone)","None Black Phone None Model: Huawei G620s None None Basic None None None None None None None Features None None None None None None None None None None None None None None None None Media Format None None None None None None None Dimensions None None None Package Contents None None None None",113.50,3.50,5,"http://www.amazon.com/Huawei-G620s-Unlocked-Emotion-Android/dp/B00R7KKR36"
706,"Huawei","Huawei Ascend G700 5-Inch Smartphone White- (1280*720) MTK6589 Quad Core 2GB RAM/8GB ROM with Camera Flash","None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None",103.50,3.00,4,"http://www.amazon.com/Huawei-Ascend-G700-Smartphone-MTK6589/dp/B00GSGE4FW"
707,"Huawei","Huawei Ascend P7 16G 5&quot; Android 4.4 Quad Core 1.8G WCDMA (P7-L00) Dual Sim 4G LTE Smartphone Black color by Takuda","None black None None Features: None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None Package Included: None None None None",233.90,3.60,7,"http://www.amazon.com/Huawei-Ascend-Android-P7-L00-Smartphone/dp/B00KJ9OFOY"
708,"Huawei","New Huawei G610s Android 4.2 Quad-core 1.228ghz, 5.0 Inch Dual cameras 5,000,000 pixels (Black)","None Black Exposure Date: 2013 Phone type : 3G mobile phones, smart phones, tablet phone Custom operators : China Unicom Screen Touch screen type: capacitive screen, multi-touch Main Screen Size: 5 inches The main screen material : IPS The main screen resolution : 960x540 pixels Screen pixel density : 220ppi Network Network type: dual card dual-mode Network mode : China Unicom 3G (WCDMA), China Unicom 2G / mobile 2G (GSM) Support band : 2G: GSM 850/900/1800/1900 3G: WCDMA 900/2100MHz WLAN features: WIFI Navigation : GPS navigation , A-GPS technology Connecting and sharing : Bluetooth 4.0 Hardware Operating system : Android OS 4.2 Cores: Quad-Core CPU Model: MediaTek MT6589M CPU Frequency : 1228MHz GPU Model : Imagination PowerVR SGX544 RAM capacity : 1GB ROM Capacity : 4GB Memory card : MicroSD card Extended Capacity : 32GB Battery: Removable Battery Battery Capacity : 2150mAh Camera Camera: Built Camera Type: dual cameras ( front and rear ) Rear camera pixels: 5,000,000 pixels Front camera pixels: 300,000 pixels Sensor Type : CMOS Flash : LED lights Video capture : 720p (1280 × 720,30 frames / sec ) video recording Camera features: auto focus, digital zoom Exterior Design : straight Colors : White Mobile Size : 142x73.6x9.9mm Phone Weight : 170g Operation Type: touch buttons Sensor Type : gravity sensor, light sensor , proximity sensor Body Interface : 3.5mm headphone jack , Micro USB v2.0 data interface Service and Support Audio Support : Support MP3/AAC/AMR/WAV/MIDI other formats Video Support : Support 3GP/MP4 format Photo support: JPEG / PNG / GIF / BMP format Common functions : calculator, memo, calendar , radio, alarm clock , calendar, profiles , themes Business functions : Flight mode Mobile Phone Accessories Packing list : Host x1 Data cable x1 Charger x1 Headphone x1 Manual x1",101.20,4.50,57,"http://www.amazon.com/Huawei-G610s-Android-Quad-core-1-228ghz/dp/B00HKRXOGI"
709,"Huawei","HUAWEI INSPIRA H867G ANDROID PREPAID SMARTPHONE NO CONTRACT NET10","Features Android 4.0 (Ice Cream Sandwich) 3.5"" Touch Screen 3G / Wi-Fi Connectivity 3.2 MP Camera / Video Recorder 5 Home Screens Alarm Clock Bluetooth Call Waiting Caller ID E-mail GPS Enabled HAC Compatible Hands Free Speaker Instant Message MP3 Player Multitasking Text/Picture Messaging Vibration Alert Voicemail Size: 4.6 x 2.4 x 0.5 Standby Time: Up to 12 days Talk Time: Up to 6 hours Weight: 4.5 (ounces)",-1.00,4.90,8,"http://www.amazon.com/INSPIRA-H867G-ANDROID-SMARTPHONE-CONTRACT/dp/B00XK8K2VQ"
710,"Huawei","Huawei P8 max 6.8 inch 4G FDD-LTE ROM 64GB+RAM 3GB EMUI 3.1 Smart Phone Hisilicon Kirin 935 64bit Octa Core 1.5GHz+2.2GHz (Silver)","None Silver None Model: Huawei P8 max None None Basic None None None None None None None Display None None None None None None None None None None None None None None Support Language None Language: Support Language: English, French, Finnish, Filipino, Greek, German, Italian, Japanese, Korean, Malay, Portuguese, Polish, Russian, Romanian, Serbian, Swedish, Spanish, Turkish, Thai, Vietnamese, Simple Chinese, Traditional Chinese None None None None None None None None None Package Contents None None None None None",680.90,3.00,1,"http://www.amazon.com/Huawei-FDD-LTE-Hisilicon-1-5GHz-2-2GHz/dp/B014R5OOC8"
711,"Huawei","Huawei Ascend Mate 7 32GB Unlocked Android 4G LTE Smartphone Hisilicon Kirin 925, 8 Core 4x1.8GHz + 4x1.3GHz + 1x230MHz, FDD-LTE &amp; WCDMA &amp; GSM(Gold)","None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None None",689.99,-1.00,0,"http://www.amazon.com/Huawei-Ascend-Mate-Smartphone-Hisilicon/dp/B015OH0M60"
712,"Huawei","Huawei Ascend Mate 7 Dual SIM 32GB -Amber Gold SIM Free/Unlocked Factory","-&gt;DUALl SIM, Android 4.4, 6-Inch Full HD Display, 1.8 GHz + 1.3 GHz Quad-Core, 32GB Storage, 3GB RAM, 4G/LTE, 13MP + F 5MP Camera, WiFi, DLNA, A-GPS, Bluetooth 4.0, MicroSD Slot",-1.00,-1.00,0,"http://www.amazon.com/Huawei-Ascend--Amber-Unlocked-Factory/dp/B00U41SDPO"
737,"Huawei","UNLOCKED Huawei Ascend Y530 Google Android Phone, Y530-U051, Dual Camera, 5MP with Flash, GPS, BLACK, NEW, BULK PACKAGED, 2G GSM 850/900/1800/1900MHZ, 3G HSPA 850/1900/2100MHZ","UNLOCKED Huawei Ascend Y530 Google Android Phone, Y530-U051, Dual Camera, 5MP...",89.45,-1.00,0,"http://www.amazon.com/UNLOCKED-Huawei-Android-Y530-U051-PACKAGED/dp/B00TSZQ5EI"
